State,District,Level,Name,TRU,No_HH_Head,TOT_P,TOT_M,TOT_F
20,351,DISTRICT,Godda,Urban,790,4512,2333,2179
20,352,DISTRICT,Sahibganj,Total,14699,72341,37317,35024
20,352,DISTRICT,Sahibganj,Rural,11864,57490,29560,27930
20,352,DISTRICT,Sahibganj,Urban,2835,14851,7757,7094
20,353,DISTRICT,Pakur,Total,5817,28469,14352,14117
20,353,DISTRICT,Pakur,Rural,5143,25177,12698,12479
20,353,DISTRICT,Pakur,Urban,674,3292,1654,1638
20,354,DISTRICT,Dhanbad,Total,82404,437309,226362,210947
20,354,DISTRICT,Dhanbad,Rural,30720,163090,83786,79304
20,354,DISTRICT,Dhanbad,Urban,51684,274219,142576,131643
20,355,DISTRICT,Bokaro,Total,57011,299227,154297,144930
20,355,DISTRICT,Bokaro,Rural,34107,175690,90291,85399
20,355,DISTRICT,Bokaro,Urban,22904,123537,64006,59531
20,356,DISTRICT,Lohardaga,Total,3183,15330,7862,7468
20,356,DISTRICT,Lohardaga,Rural,2698,13035,6680,6355
20,356,DISTRICT,Lohardaga,Urban,485,2295,1182,1113
20,357,DISTRICT,Purbi Singhbhum,Total,22994,111414,56147,55267
20,357,DISTRICT,Purbi Singhbhum,Rural,9880,44771,22363,22408
20,357,DISTRICT,Purbi Singhbhum,Urban,13114,66643,33784,32859
20,358,DISTRICT,Palamu,Total,101071,536382,277119,259263
20,358,DISTRICT,Palamu,Rural,95045,503315,259749,243566
20,358,DISTRICT,Palamu,Urban,6026,33067,17370,15697
20,359,DISTRICT,Latehar,Total,28733,154910,78266,76644
20,359,DISTRICT,Latehar,Rural,27016,146213,73813,72400
20,359,DISTRICT,Latehar,Urban,1717,8697,4453,4244
20,360,DISTRICT,Hazaribagh,Total,55406,303515,155013,148502
20,360,DISTRICT,Hazaribagh,Rural,49831,272868,139157,133711
20,360,DISTRICT,Hazaribagh,Urban,5575,30647,15856,14791
20,361,DISTRICT,Ramgarh,Total,20206,106356,54986,51370
20,361,DISTRICT,Ramgarh,Rural,9625,50227,25853,24374
20,361,DISTRICT,Ramgarh,Urban,10581,56129,29133,26996
20,362,DISTRICT,Dumka,Total,16406,79614,40802,38812
20,362,DISTRICT,Dumka,Rural,14888,71695,36714,34981
20,362,DISTRICT,Dumka,Urban,1518,7919,4088,3831
20,363,DISTRICT,Jamtara,Total,14849,72885,37212,35673
20,363,DISTRICT,Jamtara,Rural,12969,63026,32105,30921
20,363,DISTRICT,Jamtara,Urban,1880,9859,5107,4752
20,364,DISTRICT,Ranchi,Total,30702,152943,78613,74330
20,364,DISTRICT,Ranchi,Rural,17629,84270,43088,41182
20,364,DISTRICT,Ranchi,Urban,13073,68673,35525,33148
20,365,DISTRICT,Khunti,Total,5007,24037,12223,11814
20,365,DISTRICT,Khunti,Rural,4408,21223,10799,10424
20,365,DISTRICT,Khunti,Urban,599,2814,1424,1390
20,366,DISTRICT,Gumla,Total,6599,32459,16446,16013
20,366,DISTRICT,Gumla,Rural,6024,29506,14880,14626
20,366,DISTRICT,Gumla,Urban,575,2953,1566,1387
20,367,DISTRICT,Simdega,Total,9364,44674,22150,22524
20,367,DISTRICT,Simdega,Rural,8984,42751,21196,21555
20,367,DISTRICT,Simdega,Urban,380,1923,954,969
20,368,DISTRICT,Pashchimi Singhbhum,Total,12147,56986,28144,28842
20,368,DISTRICT,Pashchimi Singhbhum,Rural,8306,38215,18916,19299
20,368,DISTRICT,Pashchimi Singhbhum,Urban,3841,18771,9228,9543
20,369,DISTRICT,Saraikela-Kharsawan,Total,11798,56195,28243,27952
20,369,DISTRICT,Saraikela-Kharsawan,Rural,9215,43683,21924,21759
20,369,DISTRICT,Saraikela-Kharsawan,Urban,2583,12512,6319,6193
21,0,State,ODISHA,Total,1669787,7188463,3617808,3570655
21,0,State,ODISHA,Rural,1457972,6218642,3127719,3090923
21,0,State,ODISHA,Urban,211815,969821,490089,479732
21,370,DISTRICT,Bargarh,Total,76327,298780,150420,148360
21,370,DISTRICT,Bargarh,Rural,69632,269396,135660,133736
21,370,DISTRICT,Bargarh,Urban,6695,29384,14760,14624
21,371,DISTRICT,Jharsuguda,Total,25543,104620,52580,52040
21,371,DISTRICT,Jharsuguda,Rural,17385,68740,34397,34343
21,371,DISTRICT,Jharsuguda,Urban,8158,35880,18183,17697
21,372,DISTRICT,Sambalpur,Total,47321,191827,96511,95316
21,372,DISTRICT,Sambalpur,Rural,34446,134729,67886,66843
21,372,DISTRICT,Sambalpur,Urban,12875,57098,28625,28473
21,373,DISTRICT,Debagarh,Total,12998,52112,26343,25769
21,373,DISTRICT,Debagarh,Rural,12035,48246,24428,23818
21,373,DISTRICT,Debagarh,Urban,963,3866,1915,1951
21,374,DISTRICT,Sundargarh,Total,46312,191660,96465,95195
21,374,DISTRICT,Sundargarh,Rural,29168,115853,57762,58091
21,374,DISTRICT,Sundargarh,Urban,17144,75807,38703,37104
21,375,DISTRICT,Kendujhar,Total,48642,209357,104684,104673
21,375,DISTRICT,Kendujhar,Rural,40362,172913,86283,86630
21,375,DISTRICT,Kendujhar,Urban,8280,36444,18401,18043
21,376,DISTRICT,Mayurbhanj,Total,45944,184682,92127,92555
21,376,DISTRICT,Mayurbhanj,Rural,41027,163237,81424,81813
21,376,DISTRICT,Mayurbhanj,Urban,4917,21445,10703,10742
21,377,DISTRICT,Baleshwar,Total,109159,478586,243597,234989
21,377,DISTRICT,Baleshwar,Rural,102524,447936,228038,219898
21,377,DISTRICT,Baleshwar,Urban,6635,30650,15559,15091
21,378,DISTRICT,Bhadrak,Total,69559,334896,168687,166209
21,378,DISTRICT,Bhadrak,Rural,65806,316246,159293,156953
21,378,DISTRICT,Bhadrak,Urban,3753,18650,9394,9256
21,379,DISTRICT,Kendrapara ,Total,69382,309780,155531,154249
21,379,DISTRICT,Kendrapara ,Rural,66293,293691,147353,146338
21,379,DISTRICT,Kendrapara ,Urban,3089,16089,8178,7911
21,380,DISTRICT,Jagatsinghapur ,Total,56390,248152,125184,122968
21,380,DISTRICT,Jagatsinghapur ,Rural,52682,231690,116636,115054
21,380,DISTRICT,Jagatsinghapur ,Urban,3708,16462,8548,7914
21,381,DISTRICT,Cuttack,Total,113281,498633,254456,244177
21,381,DISTRICT,Cuttack,Rural,94594,406771,207678,199093
21,381,DISTRICT,Cuttack,Urban,18687,91862,46778,45084
21,382,DISTRICT,Jajapur  ,Total,99202,433387,220553,212834
21,382,DISTRICT,Jajapur  ,Rural,95469,415652,211521,204131
21,382,DISTRICT,Jajapur  ,Urban,3733,17735,9032,8703
21,383,DISTRICT,Dhenkanal,Total,56131,234079,118755,115324
21,383,DISTRICT,Dhenkanal,Rural,51937,215178,109104,106074
21,383,DISTRICT,Dhenkanal,Urban,4194,18901,9651,9250
21,384,DISTRICT,Anugul  ,Total,56165,239552,121459,118093
21,384,DISTRICT,Anugul  ,Rural,48536,205004,103752,101252
21,384,DISTRICT,Anugul  ,Urban,7629,34548,17707,16841
21,385,DISTRICT,Nayagarh  ,Total,32781,136399,69813,66586
21,385,DISTRICT,Nayagarh  ,Rural,30547,125932,64486,61446
21,385,DISTRICT,Nayagarh  ,Urban,2234,10467,5327,5140
21,386,DISTRICT,Khordha ,Total,64792,297472,151528,145944
21,386,DISTRICT,Khordha ,Rural,40857,189428,95784,93644
21,386,DISTRICT,Khordha ,Urban,23935,108044,55744,52300
21,387,DISTRICT,Puri,Total,70785,325133,164366,160767
21,387,DISTRICT,Puri,Rural,65283,296881,150019,146862
21,387,DISTRICT,Puri,Urban,5502,28252,14347,13905
21,388,DISTRICT,Ganjam,Total,149143,688235,342111,346124
21,388,DISTRICT,Ganjam,Rural,124242,566923,281268,285655
21,388,DISTRICT,Ganjam,Urban,24901,121312,60843,60469
21,389,DISTRICT,Gajapati,Total,9418,39175,19037,20138
21,389,DISTRICT,Gajapati,Rural,7204,29535,14423,15112
21,389,DISTRICT,Gajapati,Urban,2214,9640,4614,5026
21,390,DISTRICT,Kandhamal,Total,28665,115544,56987,58557
21,390,DISTRICT,Kandhamal,Rural,25181,100569,49588,50981
21,390,DISTRICT,Kandhamal,Urban,3484,14975,7399,7576
21,391,DISTRICT,Baudh,Total,25783,104934,52497,52437
21,391,DISTRICT,Baudh,Rural,24526,99438,49693,49745
21,391,DISTRICT,Baudh,Urban,1257,5496,2804,2692
21,392,DISTRICT,Subarnapur,Total,38497,156219,79725,76494
21,392,DISTRICT,Subarnapur,Rural,35497,143381,73224,70157
21,392,DISTRICT,Subarnapur,Urban,3000,12838,6501,6337
21,393,DISTRICT,Balangir,Total,72528,294777,148356,146421
21,393,DISTRICT,Balangir,Rural,65453,263126,132340,130786
21,393,DISTRICT,Balangir,Urban,7075,31651,16016,15635
21,394,DISTRICT,Nuapada,Total,20761,82159,40742,41417
21,394,DISTRICT,Nuapada,Rural,19224,75346,37415,37931
21,394,DISTRICT,Nuapada,Urban,1537,6813,3327,3486
21,395,DISTRICT,Kalahandi,Total,71391,286580,142133,144447
21,395,DISTRICT,Kalahandi,Rural,66573,264974,131474,133500
21,395,DISTRICT,Kalahandi,Urban,4818,21606,10659,10947
21,396,DISTRICT,Rayagada  ,Total,33357,139514,68068,71446
21,396,DISTRICT,Rayagada  ,Rural,28275,116657,56888,59769
21,396,DISTRICT,Rayagada  ,Urban,5082,22857,11180,11677
21,397,DISTRICT,Nabarangapur ,Total,41074,177384,88252,89132
21,397,DISTRICT,Nabarangapur ,Rural,36552,157676,78616,79060
21,397,DISTRICT,Nabarangapur ,Urban,4522,19708,9636,10072
21,398,DISTRICT,Koraput,Total,48077,196540,96789,99751
21,398,DISTRICT,Koraput,Rural,39822,160697,79036,81661
21,398,DISTRICT,Koraput,Urban,8255,35843,17753,18090
21,399,DISTRICT,Malkangiri  ,Total,30379,138295,70052,68243
21,399,DISTRICT,Malkangiri  ,Rural,26840,122797,62250,60547
21,399,DISTRICT,Malkangiri  ,Urban,3539,15498,7802,7696
22,0,State,CHHATTISGARH,Total,749457,3274269,1641738,1632531
22,0,State,CHHATTISGARH,Rural,584382,2511949,1258559,1253390
22,0,State,CHHATTISGARH,Urban,165075,762320,383179,379141
22,400,DISTRICT,Koriya,Total,12751,54776,27682,27094
22,400,DISTRICT,Koriya,Rural,7798,31238,15675,15563
22,400,DISTRICT,Koriya,Urban,4953,23538,12007,11531
22,401,DISTRICT,Surguja,Total,27773,115652,58281,57371
22,401,DISTRICT,Surguja,Rural,25113,103230,51880,51350
22,401,DISTRICT,Surguja,Urban,2660,12422,6401,6021
22,402,DISTRICT,Jashpur ,Total,12268,48844,24317,24527
22,402,DISTRICT,Jashpur ,Rural,10666,42138,21034,21104
22,402,DISTRICT,Jashpur ,Urban,1602,6706,3283,3423
22,403,DISTRICT,Raigarh,Total,58118,224942,112111,112831
22,403,DISTRICT,Raigarh,Rural,49779,188059,93642,94417
22,403,DISTRICT,Raigarh,Urban,8339,36883,18469,18414
22,404,DISTRICT,Korba ,Total,29225,124679,63446,61233
22,404,DISTRICT,Korba ,Rural,16774,67843,34246,33597
22,404,DISTRICT,Korba ,Urban,12451,56836,29200,27636
22,405,DISTRICT,Janjgir - Champa,Total,91660,397908,199633,198275
22,405,DISTRICT,Janjgir - Champa,Rural,82809,357632,179467,178165
22,405,DISTRICT,Janjgir - Champa,Urban,8851,40276,20166,20110
22,406,DISTRICT,Bilaspur,Total,123188,552992,281221,271771
22,406,DISTRICT,Bilaspur,Rural,103443,456247,231864,224383
22,406,DISTRICT,Bilaspur,Urban,19745,96745,49357,47388
22,407,DISTRICT,Kabeerdham,Total,27607,119798,60154,59644
22,407,DISTRICT,Kabeerdham,Rural,24061,104474,52490,51984
22,407,DISTRICT,Kabeerdham,Urban,3546,15324,7664,7660
22,408,DISTRICT,Rajnandgaon,Total,35320,156623,76979,79644
22,408,DISTRICT,Rajnandgaon,Rural,26444,118079,58112,59967
22,408,DISTRICT,Rajnandgaon,Urban,8876,38544,18867,19677
22,409,DISTRICT,Durg,Total,100559,458040,229067,228973
22,409,DISTRICT,Durg,Rural,63022,284513,141912,142601
22,409,DISTRICT,Durg,Urban,37537,173527,87155,86372
22,410,DISTRICT,Raipur,Total,158427,724250,362284,361966
22,410,DISTRICT,Raipur,Rural,116415,524846,262367,262479
22,410,DISTRICT,Raipur,Urban,42012,199404,99917,99487
22,411,DISTRICT,Mahasamund,Total,35541,139581,68968,70613
22,411,DISTRICT,Mahasamund,Rural,31199,120662,59686,60976
22,411,DISTRICT,Mahasamund,Urban,4342,18919,9282,9637
22,412,DISTRICT,Dhamtari ,Total,13683,58581,28887,29694
22,412,DISTRICT,Dhamtari ,Rural,10669,45455,22495,22960
22,412,DISTRICT,Dhamtari ,Urban,3014,13126,6392,6734
22,413,DISTRICT,Uttar Bastar Kanker,Total,7618,31543,15582,15961
22,413,DISTRICT,Uttar Bastar Kanker,Rural,6277,26043,12899,13144
22,413,DISTRICT,Uttar Bastar Kanker,Urban,1341,5500,2683,2817
22,414,DISTRICT,Bastar,Total,9034,37963,18815,19148
22,414,DISTRICT,Bastar,Rural,6233,25881,12839,13042
22,414,DISTRICT,Bastar,Urban,2801,12082,5976,6106
22,415,DISTRICT,Narayanpur,Total,1096,4979,2518,2461
22,415,DISTRICT,Narayanpur,Rural,804,3803,1918,1885
22,415,DISTRICT,Narayanpur,Urban,292,1176,600,576
22,416,DISTRICT,Dakshin Bastar Dantewada,Total,3154,12996,6648,6348
22,416,DISTRICT,Dakshin Bastar Dantewada,Rural,1023,4239,2226,2013
22,416,DISTRICT,Dakshin Bastar Dantewada,Urban,2131,8757,4422,4335
22,417,DISTRICT,Bijapur,Total,2435,10122,5145,4977
22,417,DISTRICT,Bijapur,Rural,1853,7567,3807,3760
22,417,DISTRICT,Bijapur,Urban,582,2555,1338,1217
23,0,State,MADHYA PRADESH,Total,2402342,11342320,5908638,5433682
23,0,State,MADHYA PRADESH,Rural,1800346,8268002,4311490,3956512
23,0,State,MADHYA PRADESH,Urban,601996,3074318,1597148,1477170
23,418,DISTRICT,Sheopur ,Total,24540,108391,57838,50553
23,418,DISTRICT,Sheopur ,Rural,21225,91800,49091,42709
23,418,DISTRICT,Sheopur ,Urban,3315,16591,8747,7844
23,419,DISTRICT,Morena,Total,80994,421519,228548,192971
23,419,DISTRICT,Morena,Rural,64415,321530,174854,146676
23,419,DISTRICT,Morena,Urban,16579,99989,53694,46295
23,420,DISTRICT,Bhind,Total,68910,374799,204212,170587
23,420,DISTRICT,Bhind,Rural,53835,284499,155669,128830
23,420,DISTRICT,Bhind,Urban,15075,90300,48543,41757
23,421,DISTRICT,Gwalior,Total,73933,393068,210354,182714
23,421,DISTRICT,Gwalior,Rural,32315,161091,86564,74527
23,421,DISTRICT,Gwalior,Urban,41618,231977,123790,108187
23,422,DISTRICT,Datia,Total,42394,200270,107132,93138
23,422,DISTRICT,Datia,Rural,35695,164777,88263,76514
23,422,DISTRICT,Datia,Urban,6699,35493,18869,16624
23,423,DISTRICT,Shivpuri,Total,69067,321515,171565,149950
23,423,DISTRICT,Shivpuri,Rural,59991,273869,146477,127392
23,423,DISTRICT,Shivpuri,Urban,9076,47646,25088,22558
23,424,DISTRICT,Tikamgarh,Total,73951,361604,190666,170938
23,424,DISTRICT,Tikamgarh,Rural,64213,308062,162474,145588
23,424,DISTRICT,Tikamgarh,Urban,9738,53542,28192,25350
23,425,DISTRICT,Chhatarpur,Total,81692,405313,215258,190055
23,425,DISTRICT,Chhatarpur,Rural,69156,334176,177720,156456
23,425,DISTRICT,Chhatarpur,Urban,12536,71137,37538,33599
23,426,DISTRICT,Panna,Total,46406,207990,109421,98569
23,426,DISTRICT,Panna,Rural,41889,184883,97285,87598
23,426,DISTRICT,Panna,Urban,4517,23107,12136,10971
23,427,DISTRICT,Sagar,Total,109051,501630,266306,235324
23,427,DISTRICT,Sagar,Rural,79891,349843,186321,163522
23,427,DISTRICT,Sagar,Urban,29160,151787,79985,71802
23,428,DISTRICT,Damoh,Total,58375,246337,129877,116460
23,428,DISTRICT,Damoh,Rural,48109,195673,103224,92449
23,428,DISTRICT,Damoh,Urban,10266,50664,26653,24011
23,429,DISTRICT,Satna,Total,84624,398569,205987,192582
23,429,DISTRICT,Satna,Rural,69749,320757,165704,155053
23,429,DISTRICT,Satna,Urban,14875,77812,40283,37529
23,430,DISTRICT,Rewa,Total,83016,383508,198144,185364
23,430,DISTRICT,Rewa,Rural,73768,334878,172785,162093
23,430,DISTRICT,Rewa,Urban,9248,48630,25359,23271
23,431,DISTRICT,Umaria,Total,13312,58147,29902,28245
23,431,DISTRICT,Umaria,Rural,10581,45117,23089,22028
23,431,DISTRICT,Umaria,Urban,2731,13030,6813,6217
23,432,DISTRICT,Neemuch ,Total,25152,111162,56400,54762
23,432,DISTRICT,Neemuch ,Rural,18724,79193,39997,39196
23,432,DISTRICT,Neemuch ,Urban,6428,31969,16403,15566
23,433,DISTRICT,Mandsaur,Total,55733,249024,126822,122202
23,433,DISTRICT,Mandsaur,Rural,49314,218175,111292,106883
23,433,DISTRICT,Mandsaur,Urban,6419,30849,15530,15319
23,434,DISTRICT,Ratlam,Total,42044,198612,100629,97983
23,434,DISTRICT,Ratlam,Rural,32756,151828,76926,74902
23,434,DISTRICT,Ratlam,Urban,9288,46784,23703,23081
23,435,DISTRICT,Ujjain,Total,106710,523869,267235,256634
23,435,DISTRICT,Ujjain,Rural,77577,375705,191518,184187
23,435,DISTRICT,Ujjain,Urban,29133,148164,75717,72447
23,436,DISTRICT,Shajapur,Total,73664,353914,182961,170953
23,436,DISTRICT,Shajapur,Rural,65600,312523,161692,150831
23,436,DISTRICT,Shajapur,Urban,8064,41391,21269,20122
23,437,DISTRICT,Dewas,Total,60377,292007,150260,141747
23,437,DISTRICT,Dewas,Rural,45353,214408,110249,104159
23,437,DISTRICT,Dewas,Urban,15024,77599,40011,37588
23,438,DISTRICT,Dhar,Total,30971,145436,74291,71145
23,438,DISTRICT,Dhar,Rural,23336,109481,55518,53963
23,438,DISTRICT,Dhar,Urban,7635,35955,18773,17182
23,439,DISTRICT,Indore,Total,106270,545239,280184,265055
23,439,DISTRICT,Indore,Rural,32730,164465,83900,80565
23,439,DISTRICT,Indore,Urban,73540,380774,196284,184490
23,440,DISTRICT,Khargone (West Nimar),Total,46580,209091,107013,102078
23,440,DISTRICT,Khargone (West Nimar),Rural,40310,177708,90912,86796
23,440,DISTRICT,Khargone (West Nimar),Urban,6270,31383,16101,15282
23,441,DISTRICT,Barwani ,Total,17155,87991,44478,43513
23,441,DISTRICT,Barwani ,Rural,12533,64344,32479,31865
23,441,DISTRICT,Barwani ,Urban,4622,23647,11999,11648
23,442,DISTRICT,Rajgarh,Total,66466,295718,151260,144458
23,442,DISTRICT,Rajgarh,Rural,57602,249329,127721,121608
23,442,DISTRICT,Rajgarh,Urban,8864,46389,23539,22850
23,443,DISTRICT,Vidisha,Total,60381,292144,154504,137640
23,443,DISTRICT,Vidisha,Rural,49755,237791,126119,111672
23,443,DISTRICT,Vidisha,Urban,10626,54353,28385,25968
23,444,DISTRICT,Bhopal,Total,75355,357516,185902,171614
23,444,DISTRICT,Bhopal,Rural,19746,95945,50342,45603
23,444,DISTRICT,Bhopal,Urban,55609,261571,135560,126011
23,445,DISTRICT,Sehore,Total,56073,271281,141366,129915
23,445,DISTRICT,Sehore,Rural,48493,231398,120906,110492
23,445,DISTRICT,Sehore,Urban,7580,39883,20460,19423
23,446,DISTRICT,Raisen,Total,47879,225891,119226,106665
23,446,DISTRICT,Raisen,Rural,39092,183615,96859,86756
23,446,DISTRICT,Raisen,Urban,8787,42276,22367,19909
23,447,DISTRICT,Betul,Total,36323,159296,81621,77675
23,447,DISTRICT,Betul,Rural,25078,107791,55268,52523
23,447,DISTRICT,Betul,Urban,11245,51505,26353,25152
23,448,DISTRICT,Harda ,Total,19274,92865,48553,44312
23,448,DISTRICT,Harda ,Rural,15487,73519,38545,34974
23,448,DISTRICT,Harda ,Urban,3787,19346,10008,9338
23,449,DISTRICT,Hoshangabad,Total,43340,205007,107237,97770
23,449,DISTRICT,Hoshangabad,Rural,29758,138650,72832,65818
23,449,DISTRICT,Hoshangabad,Urban,13582,66357,34405,31952
23,450,DISTRICT,Katni ,Total,35474,155717,79369,76348
23,450,DISTRICT,Katni ,Rural,28545,121924,62077,59847
23,450,DISTRICT,Katni ,Urban,6929,33793,17292,16501
23,451,DISTRICT,Jabalpur,Total,75607,348029,179858,168171
23,451,DISTRICT,Jabalpur,Rural,32961,138878,71893,66985
23,451,DISTRICT,Jabalpur,Urban,42646,209151,107965,101186
23,452,DISTRICT,Narsimhapur,Total,43290,184155,96079,88076
23,452,DISTRICT,Narsimhapur,Rural,36747,153789,80330,73459
23,452,DISTRICT,Narsimhapur,Urban,6543,30366,15749,14617
23,453,DISTRICT,Dindori ,Total,10235,39782,20366,19416
23,453,DISTRICT,Dindori ,Rural,9768,37813,19384,18429
23,453,DISTRICT,Dindori ,Urban,467,1969,982,987
23,454,DISTRICT,Mandla,Total,11892,48425,24652,23773
23,454,DISTRICT,Mandla,Rural,9123,36205,18450,17755
23,454,DISTRICT,Mandla,Urban,2769,12220,6202,6018
23,455,DISTRICT,Chhindwara,Total,52431,232244,118465,113779
23,455,DISTRICT,Chhindwara,Rural,36170,158112,80981,77131
23,455,DISTRICT,Chhindwara,Urban,16261,74132,37484,36648
23,456,DISTRICT,Seoni,Total,31471,130797,66830,63967
23,456,DISTRICT,Seoni,Rural,27290,112436,57463,54973
23,456,DISTRICT,Seoni,Urban,4181,18361,9367,8994
23,457,DISTRICT,Balaghat,Total,32099,125426,61576,63850
23,457,DISTRICT,Balaghat,Rural,26061,99608,48756,50852
23,457,DISTRICT,Balaghat,Urban,6038,25818,12820,12998
23,458,DISTRICT,Guna,Total,38665,193115,100646,92469
23,458,DISTRICT,Guna,Rural,29319,142818,74562,68256
23,458,DISTRICT,Guna,Urban,9346,50297,26084,24213
23,459,DISTRICT,Ashoknagar,Total,36910,175764,92216,83548
23,459,DISTRICT,Ashoknagar,Rural,31983,149988,78784,71204
23,459,DISTRICT,Ashoknagar,Urban,4927,25776,13432,12344
23,460,DISTRICT,Shahdol,Total,21199,89733,45547,44186
23,460,DISTRICT,Shahdol,Rural,17174,69764,35351,34413
23,460,DISTRICT,Shahdol,Urban,4025,19969,10196,9773
23,461,DISTRICT,Anuppur,Total,17226,74385,37841,36544
23,461,DISTRICT,Anuppur,Rural,12163,49977,25180,24797
23,461,DISTRICT,Anuppur,Urban,5063,24408,12661,11747
23,462,DISTRICT,Sidhi,Total,27209,130202,66174,64028
23,462,DISTRICT,Sidhi,Rural,25341,120372,61138,59234
23,462,DISTRICT,Sidhi,Urban,1868,9830,5036,4794
23,463,DISTRICT,Singrauli,Total,31674,150664,77882,72782
23,463,DISTRICT,Singrauli,Rural,25731,120460,62171,58289
23,463,DISTRICT,Singrauli,Urban,5943,30204,15711,14493
23,464,DISTRICT,Jhabua,Total,3572,17427,8770,8657
23,464,DISTRICT,Jhabua,Rural,2379,11397,5724,5673
23,464,DISTRICT,Jhabua,Urban,1193,6030,3046,2984
23,465,DISTRICT,Alirajpur,Total,4841,26877,13481,13396
23,465,DISTRICT,Alirajpur,Rural,4201,23503,11776,11727
23,465,DISTRICT,Alirajpur,Urban,640,3374,1705,1669
23,466,DISTRICT,Khandwa (East Nimar),Total,34462,156601,80697,75904
23,466,DISTRICT,Khandwa (East Nimar),Rural,27840,122463,63348,59115
23,466,DISTRICT,Khandwa (East Nimar),Urban,6622,34138,17349,16789
23,467,DISTRICT,Burhanpur,Total,14073,64254,33037,31217
23,467,DISTRICT,Burhanpur,Rural,9474,41672,21527,20145
23,467,DISTRICT,Burhanpur,Urban,4599,22582,11510,11072
24,0,State,GUJARAT,Total,817281,4074447,2110331,1964116
24,0,State,GUJARAT,Rural,457937,2281573,1176107,1105466
24,0,State,GUJARAT,Urban,359344,1792874,934224,858650
24,468,DISTRICT,Kachchh,Total,49891,258859,133224,125635
24,468,DISTRICT,Kachchh,Rural,32600,170304,87247,83057
24,468,DISTRICT,Kachchh,Urban,17291,88555,45977,42578
24,469,DISTRICT,Banas Kantha,Total,58813,327460,169288,158172
24,469,DISTRICT,Banas Kantha,Rural,51445,287937,148611,139326
24,469,DISTRICT,Banas Kantha,Urban,7368,39523,20677,18846
24,470,DISTRICT,Patan  ,Total,23680,123408,64190,59218
24,470,DISTRICT,Patan  ,Rural,18494,96923,50370,46553
24,470,DISTRICT,Patan  ,Urban,5186,26485,13820,12665
24,471,DISTRICT,Mahesana,Total,33355,162288,84470,77818
24,471,DISTRICT,Mahesana,Rural,24586,118710,61672,57038
24,471,DISTRICT,Mahesana,Urban,8769,43578,22798,20780
24,472,DISTRICT,Sabar Kantha,Total,39591,187685,96527,91158
24,472,DISTRICT,Sabar Kantha,Rural,33677,159214,81874,77340
24,472,DISTRICT,Sabar Kantha,Urban,5914,28471,14653,13818
24,473,DISTRICT,Gandhinagar,Total,22824,108608,56919,51689
24,473,DISTRICT,Gandhinagar,Rural,8832,40454,21162,19292
24,473,DISTRICT,Gandhinagar,Urban,13992,68154,35757,32397
24,474,DISTRICT,Ahmadabad,Total,151637,759483,399075,360408
24,474,DISTRICT,Ahmadabad,Rural,24688,118502,61988,56514
24,474,DISTRICT,Ahmadabad,Urban,126949,640981,337087,303894
24,475,DISTRICT,Surendranagar,Total,35172,179461,93427,86034
24,475,DISTRICT,Surendranagar,Rural,25145,128019,66538,61481
24,475,DISTRICT,Surendranagar,Urban,10027,51442,26889,24553
24,476,DISTRICT,Rajkot,Total,57311,290169,149782,140387
24,476,DISTRICT,Rajkot,Rural,29405,147979,76241,71738
24,476,DISTRICT,Rajkot,Urban,27906,142190,73541,68649
24,477,DISTRICT,Jamnagar,Total,34018,173895,89597,84298
24,477,DISTRICT,Jamnagar,Rural,19365,99378,51012,48366
24,477,DISTRICT,Jamnagar,Urban,14653,74517,38585,35932
24,478,DISTRICT,Porbandar ,Total,11087,51830,26607,25223
24,478,DISTRICT,Porbandar ,Rural,6280,29068,14955,14113
24,478,DISTRICT,Porbandar ,Urban,4807,22762,11652,11110
24,479,DISTRICT,Junagadh,Total,52384,265793,136319,129474
24,479,DISTRICT,Junagadh,Rural,40173,204153,104726,99427
24,479,DISTRICT,Junagadh,Urban,12211,61640,31593,30047
24,480,DISTRICT,Amreli,Total,25418,132915,68518,64397
24,480,DISTRICT,Amreli,Rural,20816,109351,56358,52993
24,480,DISTRICT,Amreli,Urban,4602,23564,12160,11404
24,481,DISTRICT,Bhavnagar,Total,29733,157034,80827,76207
24,481,DISTRICT,Bhavnagar,Rural,16647,88671,45615,43056
24,481,DISTRICT,Bhavnagar,Urban,13086,68363,35212,33151
24,482,DISTRICT,Anand  ,Total,22491,104465,54476,49989
24,482,DISTRICT,Anand  ,Rural,16489,74755,39026,35729
24,482,DISTRICT,Anand  ,Urban,6002,29710,15450,14260
24,483,DISTRICT,Kheda,Total,24545,115631,59734,55897
24,483,DISTRICT,Kheda,Rural,18731,86794,44935,41859
24,483,DISTRICT,Kheda,Urban,5814,28837,14799,14038
24,484,DISTRICT,Panch Mahals,Total,20437,100446,51278,49168
24,484,DISTRICT,Panch Mahals,Rural,16986,83082,42398,40684
24,484,DISTRICT,Panch Mahals,Urban,3451,17364,8880,8484
24,485,DISTRICT,Dohad  ,Total,7449,41444,20680,20764
24,485,DISTRICT,Dohad  ,Rural,5579,31647,15751,15896
24,485,DISTRICT,Dohad  ,Urban,1870,9797,4929,4868
24,486,DISTRICT,Vadodara,Total,48333,221629,114602,107027
24,486,DISTRICT,Vadodara,Rural,19059,83102,42935,40167
24,486,DISTRICT,Vadodara,Urban,29274,138527,71667,66860
24,487,DISTRICT,Narmada,Total,2168,8733,4465,4268
