State,District,Level,Name,TRU,No_HH_Head,TOT_P,TOT_M,TOT_F
9,191,DISTRICT,Azamgarh,Rural,177749,1123453,554540,568913
9,191,DISTRICT,Azamgarh,Urban,7214,47925,25046,22879
9,192,DISTRICT,Mau,Total,77178,474537,241498,233039
9,192,DISTRICT,Mau,Rural,69118,422657,214423,208234
9,192,DISTRICT,Mau,Urban,8060,51880,27075,24805
9,193,DISTRICT,Ballia,Total,78010,494698,257624,237074
9,193,DISTRICT,Ballia,Rural,73805,466723,242906,223817
9,193,DISTRICT,Ballia,Urban,4205,27975,14718,13257
9,194,DISTRICT,Jaunpur,Total,161032,990345,494226,496119
9,194,DISTRICT,Jaunpur,Rural,156306,959704,478315,481389
9,194,DISTRICT,Jaunpur,Urban,4726,30641,15911,14730
9,195,DISTRICT,Ghazipur,Total,120747,726641,375015,351626
9,195,DISTRICT,Ghazipur,Rural,116508,700013,361051,338962
9,195,DISTRICT,Ghazipur,Urban,4239,26628,13964,12664
9,196,DISTRICT,Chandauli,Total,75680,446786,235161,211625
9,196,DISTRICT,Chandauli,Rural,70120,412719,217180,195539
9,196,DISTRICT,Chandauli,Urban,5560,34067,17981,16086
9,197,DISTRICT,Varanasi,Total,82714,486958,256483,230475
9,197,DISTRICT,Varanasi,Rural,61301,358612,187942,170670
9,197,DISTRICT,Varanasi,Urban,21413,128346,68541,59805
9,198,DISTRICT,Sant Ravidas Nagar (Bhadohi),Total,55180,353103,182617,170486
9,198,DISTRICT,Sant Ravidas Nagar (Bhadohi),Rural,50460,322782,166710,156072
9,198,DISTRICT,Sant Ravidas Nagar (Bhadohi),Urban,4720,30321,15907,14414
9,199,DISTRICT,Mirzapur,Total,113235,661129,347436,313693
9,199,DISTRICT,Mirzapur,Rural,105497,613590,321829,291761
9,199,DISTRICT,Mirzapur,Urban,7738,47539,25607,21932
9,200,DISTRICT,Sonbhadra,Total,77570,421661,218996,202665
9,200,DISTRICT,Sonbhadra,Rural,70420,384816,199415,185401
9,200,DISTRICT,Sonbhadra,Urban,7150,36845,19581,17264
9,201,DISTRICT,Etah,Total,47129,281011,150631,130380
9,201,DISTRICT,Etah,Rural,41267,245671,131760,113911
9,201,DISTRICT,Etah,Urban,5862,35340,18871,16469
9,202,DISTRICT,Kanshiram Nagar,Total,43134,254299,135812,118487
9,202,DISTRICT,Kanshiram Nagar,Rural,37964,222875,119043,103832
9,202,DISTRICT,Kanshiram Nagar,Urban,5170,31424,16769,14655
10,0,State,BIHAR,Total,3073109,16567325,8606253,7961072
10,0,State,BIHAR,Rural,2857195,15344215,7964360,7379855
10,0,State,BIHAR,Urban,215914,1223110,641893,581217
10,203,DISTRICT,Pashchim Champaran,Total,106228,553944,289191,264753
10,203,DISTRICT,Pashchim Champaran,Rural,100573,524727,273843,250884
10,203,DISTRICT,Pashchim Champaran,Urban,5655,29217,15348,13869
10,204,DISTRICT,Purba Champaran,Total,129393,649726,340363,309363
10,204,DISTRICT,Purba Champaran,Rural,122535,612980,320861,292119
10,204,DISTRICT,Purba Champaran,Urban,6858,36746,19502,17244
10,205,DISTRICT,Sheohar,Total,21804,96655,51089,45566
10,205,DISTRICT,Sheohar,Rural,21007,92917,49131,43786
10,205,DISTRICT,Sheohar,Urban,797,3738,1958,1780
10,206,DISTRICT,Sitamarhi,Total,87859,405714,213624,192090
10,206,DISTRICT,Sitamarhi,Rural,84295,388240,204336,183904
10,206,DISTRICT,Sitamarhi,Urban,3564,17474,9288,8186
10,207,DISTRICT,Madhubani,Total,119692,587158,303389,283769
10,207,DISTRICT,Madhubani,Rural,116896,572195,295686,276509
10,207,DISTRICT,Madhubani,Urban,2796,14963,7703,7260
10,208,DISTRICT,Supaul,Total,69177,354249,182545,171704
10,208,DISTRICT,Supaul,Rural,67072,343484,176922,166562
10,208,DISTRICT,Supaul,Urban,2105,10765,5623,5142
10,209,DISTRICT,Araria,Total,78408,382654,198247,184407
10,209,DISTRICT,Araria,Rural,75055,366088,189565,176523
10,209,DISTRICT,Araria,Urban,3353,16566,8682,7884
10,210,DISTRICT,Kishanganj,Total,24357,113118,57964,55154
10,210,DISTRICT,Kishanganj,Rural,20772,95770,49079,46691
10,210,DISTRICT,Kishanganj,Urban,3585,17348,8885,8463
10,211,DISTRICT,Purnia,Total,78793,390991,203201,187790
10,211,DISTRICT,Purnia,Rural,72488,358546,186428,172118
10,211,DISTRICT,Purnia,Urban,6305,32445,16773,15672
10,212,DISTRICT,Katihar,Total,55035,263100,136429,126671
10,212,DISTRICT,Katihar,Rural,48796,231323,119738,111585
10,212,DISTRICT,Katihar,Urban,6239,31777,16691,15086
10,213,DISTRICT,Madhepura,Total,68837,346275,179337,166938
10,213,DISTRICT,Madhepura,Rural,66927,336576,174330,162246
10,213,DISTRICT,Madhepura,Urban,1910,9699,5007,4692
10,214,DISTRICT,Saharsa,Total,61454,317249,164518,152731
10,214,DISTRICT,Saharsa,Rural,59153,304657,157925,146732
10,214,DISTRICT,Saharsa,Urban,2301,12592,6593,5999
10,215,DISTRICT,Darbhanga,Total,123669,615688,322327,293361
10,215,DISTRICT,Darbhanga,Rural,115021,570735,298657,272078
10,215,DISTRICT,Darbhanga,Urban,8648,44953,23670,21283
10,216,DISTRICT,Muzaffarpur,Total,149497,751975,393135,358840
10,216,DISTRICT,Muzaffarpur,Rural,141249,708488,370147,338341
10,216,DISTRICT,Muzaffarpur,Urban,8248,43487,22988,20499
10,217,DISTRICT,Gopalganj,Total,54467,320064,159265,160799
10,217,DISTRICT,Gopalganj,Rural,51853,304316,151273,153043
10,217,DISTRICT,Gopalganj,Urban,2614,15748,7992,7756
10,218,DISTRICT,Siwan,Total,64979,386685,195965,190720
10,218,DISTRICT,Siwan,Rural,63135,375375,190048,185327
10,218,DISTRICT,Siwan,Urban,1844,11310,5917,5393
10,219,DISTRICT,Saran,Total,78943,474066,242976,231090
10,219,DISTRICT,Saran,Rural,73184,438183,224216,213967
10,219,DISTRICT,Saran,Urban,5759,35883,18760,17123
10,220,DISTRICT,Vaishali,Total,135156,738031,387827,350204
10,220,DISTRICT,Vaishali,Rural,128394,697630,366471,331159
10,220,DISTRICT,Vaishali,Urban,6762,40401,21356,19045
10,221,DISTRICT,Samastipur,Total,160002,803128,417944,385184
10,221,DISTRICT,Samastipur,Rural,155607,779343,405637,373706
10,221,DISTRICT,Samastipur,Urban,4395,23785,12307,11478
10,222,DISTRICT,Begusarai,Total,86800,432270,227481,204789
10,222,DISTRICT,Begusarai,Rural,75331,371169,195063,176106
10,222,DISTRICT,Begusarai,Urban,11469,61101,32418,28683
10,223,DISTRICT,Khagaria,Total,49213,247161,130191,116970
10,223,DISTRICT,Khagaria,Rural,47980,240583,126665,113918
10,223,DISTRICT,Khagaria,Urban,1233,6578,3526,3052
10,224,DISTRICT,Bhagalpur,Total,60287,318569,169667,148902
10,224,DISTRICT,Bhagalpur,Rural,51359,269088,143340,125748
10,224,DISTRICT,Bhagalpur,Urban,8928,49481,26327,23154
10,225,DISTRICT,Banka,Total,48472,247858,129663,118195
10,225,DISTRICT,Banka,Rural,47010,240233,125621,114612
10,225,DISTRICT,Banka,Urban,1462,7625,4042,3583
10,226,DISTRICT,Munger,Total,36318,183846,97195,86651
10,226,DISTRICT,Munger,Rural,29720,148713,78652,70061
10,226,DISTRICT,Munger,Urban,6598,35133,18543,16590
10,227,DISTRICT,Lakhisarai,Total,26800,153209,80069,73140
10,227,DISTRICT,Lakhisarai,Rural,24231,138294,72261,66033
10,227,DISTRICT,Lakhisarai,Urban,2569,14915,7808,7107
10,228,DISTRICT,Sheikhpura,Total,21822,131115,67582,63533
10,228,DISTRICT,Sheikhpura,Rural,18881,113243,58305,54938
10,228,DISTRICT,Sheikhpura,Urban,2941,17872,9277,8595
10,229,DISTRICT,Nalanda,Total,104740,607672,315240,292432
10,229,DISTRICT,Nalanda,Rural,95746,555144,288063,267081
10,229,DISTRICT,Nalanda,Urban,8994,52528,27177,25351
10,230,DISTRICT,Patna,Total,161205,920918,482088,438830
10,230,DISTRICT,Patna,Rural,118098,664269,346536,317733
10,230,DISTRICT,Patna,Urban,43107,256649,135552,121097
10,231,DISTRICT,Bhojpur,Total,73329,425402,222716,202686
10,231,DISTRICT,Bhojpur,Rural,67253,387691,202966,184725
10,231,DISTRICT,Bhojpur,Urban,6076,37711,19750,17961
10,232,DISTRICT,Buxar,Total,41968,251737,131821,119916
10,232,DISTRICT,Buxar,Rural,39616,237430,124249,113181
10,232,DISTRICT,Buxar,Urban,2352,14307,7572,6735
10,233,DISTRICT,Kaimur (Bhabua),Total,61422,369088,192686,176402
10,233,DISTRICT,Kaimur (Bhabua),Rural,60111,361112,188443,172669
10,233,DISTRICT,Kaimur (Bhabua),Urban,1311,7976,4243,3733
10,234,DISTRICT,Rohtas,Total,91680,549546,286596,262950
10,234,DISTRICT,Rohtas,Rural,84839,509105,265406,243699
10,234,DISTRICT,Rohtas,Urban,6841,40441,21190,19251
10,235,DISTRICT,Aurangabad,Total,100534,612064,316161,295903
10,235,DISTRICT,Aurangabad,Rural,95955,583289,301151,282138
10,235,DISTRICT,Aurangabad,Urban,4579,28775,15010,13765
10,236,DISTRICT,Gaya,Total,225866,1334351,683943,650408
10,236,DISTRICT,Gaya,Rural,214645,1264597,647664,616933
10,236,DISTRICT,Gaya,Urban,11221,69754,36279,33475
10,237,DISTRICT,Nawada,Total,91829,565112,290050,275062
10,237,DISTRICT,Nawada,Rural,87698,540032,277051,262981
10,237,DISTRICT,Nawada,Urban,4131,25080,12999,12081
10,238,DISTRICT,Jamui,Total,58607,302649,155849,146800
10,238,DISTRICT,Jamui,Rural,55136,283426,145848,137578
10,238,DISTRICT,Jamui,Urban,3471,19223,10001,9222
10,239,DISTRICT,Jehanabad ,Total,39161,222974,115034,107940
10,239,DISTRICT,Jehanabad ,Rural,35910,203509,104847,98662
10,239,DISTRICT,Jehanabad ,Urban,3251,19465,10187,9278
10,240,DISTRICT,Arwal,Total,25306,141314,72885,68429
10,240,DISTRICT,Arwal,Rural,23664,131715,67936,63779
10,240,DISTRICT,Arwal,Urban,1642,9599,4949,4650
11,0,State,SIKKIM,Total,5930,28275,14454,13821
11,0,State,SIKKIM,Rural,4114,20335,10496,9839
11,0,State,SIKKIM,Urban,1816,7940,3958,3982
11,241,DISTRICT,North  District,Total,214,982,536,446
11,241,DISTRICT,North  District,Rural,176,804,441,363
11,241,DISTRICT,North  District,Urban,38,178,95,83
11,242,DISTRICT,West District,Total,1163,5935,3117,2818
11,242,DISTRICT,West District,Rural,1104,5663,2978,2685
11,242,DISTRICT,West District,Urban,59,272,139,133
11,243,DISTRICT,South District,Total,1254,6053,3058,2995
11,243,DISTRICT,South District,Rural,1029,5042,2569,2473
11,243,DISTRICT,South District,Urban,225,1011,489,522
11,244,DISTRICT,East District,Total,3299,15305,7743,7562
11,244,DISTRICT,East District,Rural,1805,8826,4508,4318
11,244,DISTRICT,East District,Urban,1494,6479,3235,3244
14,0,State,MANIPUR,Total,20349,97328,48863,48465
14,0,State,MANIPUR,Rural,9633,47849,24275,23574
14,0,State,MANIPUR,Urban,10716,49479,24588,24891
14,272,DISTRICT,Senapati,Total,166,1000,536,464
14,272,DISTRICT,Senapati,Rural,165,997,535,462
14,272,DISTRICT,Senapati,Urban,1,3,1,2
14,273,DISTRICT,Tamenglong ,Total,4,22,17,5
14,273,DISTRICT,Tamenglong ,Rural,3,18,15,3
14,273,DISTRICT,Tamenglong ,Urban,1,4,2,2
14,274,DISTRICT,Churachandpur,Total,81,443,244,199
14,274,DISTRICT,Churachandpur,Rural,73,424,230,194
14,274,DISTRICT,Churachandpur,Urban,8,19,14,5
14,275,DISTRICT,Bishnupur,Total,4120,22113,11085,11028
14,275,DISTRICT,Bishnupur,Rural,4068,21834,10949,10885
14,275,DISTRICT,Bishnupur,Urban,52,279,136,143
14,276,DISTRICT,Thoubal,Total,9032,40593,20137,20456
14,276,DISTRICT,Thoubal,Rural,996,4397,2217,2180
14,276,DISTRICT,Thoubal,Urban,8036,36196,17920,18276
14,277,DISTRICT,Imphal West,Total,3727,16530,8308,8222
14,277,DISTRICT,Imphal West,Rural,2722,11711,5846,5865
14,277,DISTRICT,Imphal West,Urban,1005,4819,2462,2357
14,278,DISTRICT,Imphal East,Total,3074,15839,8055,7784
14,278,DISTRICT,Imphal East,Rural,1490,7815,4081,3734
14,278,DISTRICT,Imphal East,Urban,1584,8024,3974,4050
14,279,DISTRICT,Ukhrul,Total,42,248,160,88
14,279,DISTRICT,Ukhrul,Rural,23,154,100,54
14,279,DISTRICT,Ukhrul,Urban,19,94,60,34
14,280,DISTRICT,Chandel,Total,103,540,321,219
14,280,DISTRICT,Chandel,Rural,93,499,302,197
14,280,DISTRICT,Chandel,Urban,10,41,19,22
15,0,State,MIZORAM,Total,274,1218,807,411
15,0,State,MIZORAM,Rural,60,298,209,89
15,0,State,MIZORAM,Urban,214,920,598,322
15,281,DISTRICT,Mamit,Total,18,51,42,9
15,281,DISTRICT,Mamit,Rural,14,38,31,7
15,281,DISTRICT,Mamit,Urban,4,13,11,2
15,282,DISTRICT,Kolasib,Total,22,84,59,25
15,282,DISTRICT,Kolasib,Rural,5,17,12,5
15,282,DISTRICT,Kolasib,Urban,17,67,47,20
15,283,DISTRICT,Aizawl,Total,147,627,388,239
15,283,DISTRICT,Aizawl,Rural,7,46,36,10
15,283,DISTRICT,Aizawl,Urban,140,581,352,229
15,284,DISTRICT,Champhai,Total,5,17,16,1
15,284,DISTRICT,Champhai,Rural,3,10,9,1
15,284,DISTRICT,Champhai,Urban,2,7,7,0
15,285,DISTRICT,Serchhip,Total,10,32,20,12
15,285,DISTRICT,Serchhip,Rural,5,13,8,5
15,285,DISTRICT,Serchhip,Urban,5,19,12,7
15,286,DISTRICT,Lunglei,Total,32,178,125,53
15,286,DISTRICT,Lunglei,Rural,9,65,38,27
15,286,DISTRICT,Lunglei,Urban,23,113,87,26
15,287,DISTRICT,Lawngtlai,Total,22,146,105,41
15,287,DISTRICT,Lawngtlai,Rural,15,97,68,29
15,287,DISTRICT,Lawngtlai,Urban,7,49,37,12
15,288,DISTRICT,Saiha,Total,18,83,52,31
15,288,DISTRICT,Saiha,Rural,2,12,7,5
15,288,DISTRICT,Saiha,Urban,16,71,45,26
16,0,State,TRIPURA,Total,154112,654918,334370,320548
16,0,State,TRIPURA,Rural,102140,437993,224498,213495
16,0,State,TRIPURA,Urban,51972,216925,109872,107053
16,289,DISTRICT,West Tripura ,Total,79826,338094,172522,165572
16,289,DISTRICT,West Tripura ,Rural,43813,186463,95784,90679
16,289,DISTRICT,West Tripura ,Urban,36013,151631,76738,74893
16,290,DISTRICT,South Tripura ,Total,34402,140168,72012,68156
16,290,DISTRICT,South Tripura ,Rural,27047,111464,57336,54128
16,290,DISTRICT,South Tripura ,Urban,7355,28704,14676,14028
16,291,DISTRICT,Dhalai,Total,14393,61688,31461,30227
16,291,DISTRICT,Dhalai,Rural,11635,50539,25853,24686
16,291,DISTRICT,Dhalai,Urban,2758,11149,5608,5541
16,292,DISTRICT,North Tripura,Total,25491,114968,58375,56593
16,292,DISTRICT,North Tripura,Rural,19645,89527,45525,44002
16,292,DISTRICT,North Tripura,Urban,5846,25441,12850,12591
17,0,State,MEGHALAYA,Total,3533,17355,9157,8198
17,0,State,MEGHALAYA,Rural,2357,11573,6086,5487
17,0,State,MEGHALAYA,Urban,1176,5782,3071,2711
17,293,DISTRICT,West Garo Hills,Total,1826,8810,4535,4275
17,293,DISTRICT,West Garo Hills,Rural,1313,6249,3197,3052
17,293,DISTRICT,West Garo Hills,Urban,513,2561,1338,1223
17,294,DISTRICT,East Garo Hills,Total,102,509,304,205
17,294,DISTRICT,East Garo Hills,Rural,40,215,128,87
17,294,DISTRICT,East Garo Hills,Urban,62,294,176,118
17,295,DISTRICT,South Garo Hills,Total,73,319,188,131
17,295,DISTRICT,South Garo Hills,Rural,47,191,109,82
17,295,DISTRICT,South Garo Hills,Urban,26,128,79,49
17,296,DISTRICT,West Khasi Hills,Total,43,168,93,75
17,296,DISTRICT,West Khasi Hills,Rural,38,145,83,62
17,296,DISTRICT,West Khasi Hills,Urban,5,23,10,13
17,297,DISTRICT,Ribhoi,Total,120,590,329,261
17,297,DISTRICT,Ribhoi,Rural,100,504,279,225
17,297,DISTRICT,Ribhoi,Urban,20,86,50,36
17,298,DISTRICT,East Khasi Hills,Total,1082,5642,2924,2718
17,298,DISTRICT,East Khasi Hills,Rural,560,3054,1566,1488
17,298,DISTRICT,East Khasi Hills,Urban,522,2588,1358,1230
17,299,DISTRICT,Jaintia Hills,Total,287,1317,784,533
17,299,DISTRICT,Jaintia Hills,Rural,259,1215,724,491
17,299,DISTRICT,Jaintia Hills,Urban,28,102,60,42
18,0,State,ASSAM,Total,468568,2231321,1145314,1086007
18,0,State,ASSAM,Rural,380579,1825761,938664,887097
18,0,State,ASSAM,Urban,87989,405560,206650,198910
18,300,DISTRICT,Kokrajhar,Total,6163,29570,15386,14184
18,300,DISTRICT,Kokrajhar,Rural,4954,23747,12381,11366
18,300,DISTRICT,Kokrajhar,Urban,1209,5823,3005,2818
18,301,DISTRICT,Dhubri,Total,15860,70395,36359,34036
18,301,DISTRICT,Dhubri,Rural,9420,39929,20692,19237
18,301,DISTRICT,Dhubri,Urban,6440,30466,15667,14799
18,302,DISTRICT,Goalpara,Total,9562,45094,22999,22095
18,302,DISTRICT,Goalpara,Rural,6976,32886,16833,16053
18,302,DISTRICT,Goalpara,Urban,2586,12208,6166,6042
18,303,DISTRICT,Barpeta,Total,19545,95320,49165,46155
18,303,DISTRICT,Barpeta,Rural,15265,73946,38163,35783
18,303,DISTRICT,Barpeta,Urban,4280,21374,11002,10372
18,304,DISTRICT,Morigaon,Total,22857,117841,60194,57647
18,304,DISTRICT,Morigaon,Rural,20970,109307,55874,53433
18,304,DISTRICT,Morigaon,Urban,1887,8534,4320,4214
18,305,DISTRICT,Nagaon,Total,55376,266350,136473,129877
18,305,DISTRICT,Nagaon,Rural,47305,228530,117173,111357
18,305,DISTRICT,Nagaon,Urban,8071,37820,19300,18520
18,306,DISTRICT,Sonitpur,Total,23106,109130,55817,53313
18,306,DISTRICT,Sonitpur,Rural,19850,94692,48464,46228
18,306,DISTRICT,Sonitpur,Urban,3256,14438,7353,7085
18,307,DISTRICT,Lakhimpur,Total,16765,81840,41689,40151
18,307,DISTRICT,Lakhimpur,Rural,15157,74891,38107,36784
18,307,DISTRICT,Lakhimpur,Urban,1608,6949,3582,3367
18,308,DISTRICT,Dhemaji,Total,8386,44225,23006,21219
18,308,DISTRICT,Dhemaji,Rural,7660,40524,21061,19463
18,308,DISTRICT,Dhemaji,Urban,726,3701,1945,1756
18,309,DISTRICT,Tinsukia,Total,7624,37688,19443,18245
18,309,DISTRICT,Tinsukia,Rural,4964,25286,13057,12229
18,309,DISTRICT,Tinsukia,Urban,2660,12402,6386,6016
18,310,DISTRICT,Dibrugarh,Total,11971,58876,30517,28359
18,310,DISTRICT,Dibrugarh,Rural,8314,41396,21480,19916
18,310,DISTRICT,Dibrugarh,Urban,3657,17480,9037,8443
18,311,DISTRICT,Sivasagar,Total,9050,42347,21568,20779
18,311,DISTRICT,Sivasagar,Rural,7238,34483,17526,16957
18,311,DISTRICT,Sivasagar,Urban,1812,7864,4042,3822
18,312,DISTRICT,Jorhat,Total,19122,88665,45194,43471
18,312,DISTRICT,Jorhat,Rural,15438,72434,36973,35461
18,312,DISTRICT,Jorhat,Urban,3684,16231,8221,8010
18,313,DISTRICT,Golaghat,Total,13488,62298,31807,30491
18,313,DISTRICT,Golaghat,Rural,12102,56152,28636,27516
18,313,DISTRICT,Golaghat,Urban,1386,6146,3171,2975
18,314,DISTRICT,Karbi Anglong,Total,8290,44961,23436,21525
18,314,DISTRICT,Karbi Anglong,Rural,7222,39936,20798,19138
18,314,DISTRICT,Karbi Anglong,Urban,1068,5025,2638,2387
18,315,DISTRICT,Dima Hasao,Total,900,4337,2340,1997
18,315,DISTRICT,Dima Hasao,Rural,357,1885,1070,815
18,315,DISTRICT,Dima Hasao,Urban,543,2452,1270,1182
18,316,DISTRICT,Cachar,Total,58636,264897,136051,128846
18,316,DISTRICT,Cachar,Rural,48318,216090,111487,104603
18,316,DISTRICT,Cachar,Urban,10318,48807,24564,24243
18,317,DISTRICT,Karimganj,Total,33101,157890,81384,76506
18,317,DISTRICT,Karimganj,Rural,30211,144169,74557,69612
18,317,DISTRICT,Karimganj,Urban,2890,13721,6827,6894
18,318,DISTRICT,Hailakandi,Total,16160,70659,36369,34290
18,318,DISTRICT,Hailakandi,Rural,15149,65736,33919,31817
18,318,DISTRICT,Hailakandi,Urban,1011,4923,2450,2473
18,319,DISTRICT,Bongaigaon,Total,17240,82784,42513,40271
18,319,DISTRICT,Bongaigaon,Rural,13795,67460,34760,32700
18,319,DISTRICT,Bongaigaon,Urban,3445,15324,7753,7571
18,320,DISTRICT,Chirang,Total,7186,35135,18105,17030
18,320,DISTRICT,Chirang,Rural,6387,31362,16212,15150
18,320,DISTRICT,Chirang,Urban,799,3773,1893,1880
18,321,DISTRICT,Kamrup,Total,22180,107827,55237,52590
18,321,DISTRICT,Kamrup,Rural,18089,88975,45829,43146
18,321,DISTRICT,Kamrup,Urban,4091,18852,9408,9444
18,322,DISTRICT,Kamrup Metropolitan,Total,22386,101789,52106,49683
18,322,DISTRICT,Kamrup Metropolitan,Rural,6673,33499,17181,16318
18,322,DISTRICT,Kamrup Metropolitan,Urban,15713,68290,34925,33365
18,323,DISTRICT,Nalbari,Total,12674,60216,30654,29562
18,323,DISTRICT,Nalbari,Rural,11396,54232,27675,26557
18,323,DISTRICT,Nalbari,Urban,1278,5984,2979,3005
18,324,DISTRICT,Baksa,Total,14856,73083,37534,35549
18,324,DISTRICT,Baksa,Rural,14521,71382,36641,34741
18,324,DISTRICT,Baksa,Urban,335,1701,893,808
18,325,DISTRICT,Darrang,Total,8494,40260,20566,19694
18,325,DISTRICT,Darrang,Rural,6029,28746,14636,14110
18,325,DISTRICT,Darrang,Urban,2465,11514,5930,5584
18,326,DISTRICT,Udalguri,Total,7590,37844,19402,18442
18,326,DISTRICT,Udalguri,Rural,6819,34086,17479,16607
18,326,DISTRICT,Udalguri,Urban,771,3758,1923,1835
19,0,State,WEST BENGAL,Total,4861303,21463270,11003304,10459966
19,0,State,WEST BENGAL,Rural,3877380,17095107,8764294,8330813
19,0,State,WEST BENGAL,Urban,983923,4368163,2239010,2129153
19,327,DISTRICT,Darjiling ,Total,68028,317275,161495,155780
19,327,DISTRICT,Darjiling ,Rural,48159,224822,114866,109956
19,327,DISTRICT,Darjiling ,Urban,19869,92453,46629,45824
19,328,DISTRICT,Jalpaiguri ,Total,331711,1458278,750841,707437
19,328,DISTRICT,Jalpaiguri ,Rural,263819,1159391,597567,561824
19,328,DISTRICT,Jalpaiguri ,Urban,67892,298887,153274,145613
19,329,DISTRICT,Koch Bihar ,Total,337085,1414336,728506,685830
19,329,DISTRICT,Koch Bihar ,Rural,321718,1350657,696254,654403
19,329,DISTRICT,Koch Bihar ,Urban,15367,63679,32252,31427
19,330,DISTRICT,Uttar Dinajpur,Total,173687,807950,418288,389662
19,330,DISTRICT,Uttar Dinajpur,Rural,160161,741154,383329,357825
19,330,DISTRICT,Uttar Dinajpur,Urban,13526,66796,34959,31837
19,331,DISTRICT,Dakshin Dinajpur,Total,113649,482754,248312,234442
19,331,DISTRICT,Dakshin Dinajpur,Rural,103947,440182,226420,213762
19,331,DISTRICT,Dakshin Dinajpur,Urban,9702,42572,21892,20680
19,332,DISTRICT,Maldah ,Total,183844,835430,432744,402686
19,332,DISTRICT,Maldah ,Rural,169344,767492,396637,370855
19,332,DISTRICT,Maldah ,Urban,14500,67938,36107,31831
19,333,DISTRICT,Murshidabad ,Total,203435,897534,460143,437391
19,333,DISTRICT,Murshidabad ,Rural,166328,727721,373388,354333
19,333,DISTRICT,Murshidabad ,Urban,37107,169813,86755,83058
19,334,DISTRICT,Birbhum,Total,243268,1033140,529001,504139
19,334,DISTRICT,Birbhum,Rural,221081,934054,478901,455153
19,334,DISTRICT,Birbhum,Urban,22187,99086,50100,48986
19,335,DISTRICT,Barddhaman ,Total,477661,2115719,1079584,1036135
19,335,DISTRICT,Barddhaman ,Rural,355179,1524133,776238,747895
19,335,DISTRICT,Barddhaman ,Urban,122482,591586,303346,288240
19,336,DISTRICT,Nadia ,Total,358081,1546917,798258,748659
19,336,DISTRICT,Nadia ,Rural,263529,1141341,590538,550803
19,336,DISTRICT,Nadia ,Urban,94552,405576,207720,197856
19,337,DISTRICT,North Twenty Four Parganas,Total,512145,2169084,1115458,1053626
19,337,DISTRICT,North Twenty Four Parganas,Rural,297708,1252699,646150,606549
19,337,DISTRICT,North Twenty Four Parganas,Urban,214437,916385,469308,447077
19,338,DISTRICT,Hugli ,Total,314154,1344021,680992,663029
19,338,DISTRICT,Hugli ,Rural,246898,1053739,532867,520872
19,338,DISTRICT,Hugli ,Urban,67256,290282,148125,142157
19,339,DISTRICT,Bankura ,Total,255409,1174447,593440,581007
19,339,DISTRICT,Bankura ,Rural,240816,1105653,559234,546419
19,339,DISTRICT,Bankura ,Urban,14593,68794,34206,34588
19,340,DISTRICT,Puruliya,Total,108633,567767,290789,276978
19,340,DISTRICT,Puruliya,Rural,94266,490517,251410,239107
19,340,DISTRICT,Puruliya,Urban,14367,77250,39379,37871
19,341,DISTRICT,Haora ,Total,162864,718951,367053,351898
19,341,DISTRICT,Haora ,Rural,92143,407815,207531,200284
19,341,DISTRICT,Haora ,Urban,70721,311136,159522,151614
19,342,DISTRICT,Kolkata,Total,54982,241932,128053,113879
19,342,DISTRICT,Kolkata,Rural,0,0,0,0
19,342,DISTRICT,Kolkata,Urban,54982,241932,128053,113879
19,343,DISTRICT,South Twenty Four Parganas,Total,555020,2464032,1266504,1197528
19,343,DISTRICT,South Twenty Four Parganas,Rural,459068,2062297,1061324,1000973
19,343,DISTRICT,South Twenty Four Parganas,Urban,95952,401735,205180,196555
19,344,DISTRICT,Paschim Medinipur,Total,246625,1128269,570125,558144
19,344,DISTRICT,Paschim Medinipur,Rural,226630,1034177,523162,511015
19,344,DISTRICT,Paschim Medinipur,Urban,19995,94092,46963,47129
19,345,DISTRICT,Purba Medinipur,Total,161022,745434,383718,361716
19,345,DISTRICT,Purba Medinipur,Rural,146586,677263,348478,328785
19,345,DISTRICT,Purba Medinipur,Urban,14436,68171,35240,32931
20,0,State,JHARKHAND,Total,753644,3985644,2043458,1942186
20,0,State,JHARKHAND,Rural,596688,3152863,1612513,1540350
20,0,State,JHARKHAND,Urban,156956,832781,430945,401836
20,346,DISTRICT,Garhwa ,Total,62283,319946,165313,154633
20,346,DISTRICT,Garhwa ,Rural,60115,308843,159417,149426
20,346,DISTRICT,Garhwa ,Urban,2168,11103,5896,5207
20,347,DISTRICT,Chatra,Total,61845,340553,172668,167885
20,347,DISTRICT,Chatra,Rural,60358,332431,168424,164007
20,347,DISTRICT,Chatra,Urban,1487,8122,4244,3878
20,348,DISTRICT,Kodarma,Total,18662,109003,55346,53657
20,348,DISTRICT,Kodarma,Rural,15945,93885,47509,46376
20,348,DISTRICT,Kodarma,Urban,2717,15118,7837,7281
20,349,DISTRICT,Giridih,Total,54669,325493,166447,159046
20,349,DISTRICT,Giridih,Rural,50515,301327,154039,147288
20,349,DISTRICT,Giridih,Urban,4154,24166,12408,11758
20,350,DISTRICT,Deoghar,Total,35744,190036,98295,91741
20,350,DISTRICT,Deoghar,Rural,30148,159077,82050,77027
20,350,DISTRICT,Deoghar,Urban,5596,30959,16245,14714
20,351,DISTRICT,Godda,Total,22045,115567,59835,55732
20,351,DISTRICT,Godda,Rural,21255,111055,57502,53553
